dia_diem,so_phong_ngu,dien_tich,loai_nha,giay_to_phap_ly,vi_tri,mat_tien,tinh_trang_nha,tang,mo_ta,gia
bac_tu_liem,4,385,can_ho,hop_dong_mua_ban,can_goc,5,moi,1,khac,60.86
bac_tu_liem,4,358,can_ho,hop_dong_mua_ban,khu_vuc_phat_trien,5, moi,1,khac,60.86
bac_tu_liem,6,400,can_ho,so_do,khu_vuc_phat_trien,6,moi,1,khac,60.8
bac_tu_liem,4,231,can_ho,so_do,khu_vuc_phat_trien,6,moi,1,khac,40
bac_tu_liem,4,231,can_ho,so_do,khu_vuc_phat_trien,4,moi,2,khac,40
bac_tu_liem,6,252,can_ho,so_do,khu_vuc_phat_trien,5,moi,1,khac,48
bac_tu_liem,4,231,can_ho,so_do,khu_vuc_phat_trien,5,moi,1,khac,39
bac_tu_liem,4,231,can_ho,so_do,khu_vuc_phat_trien,5,moi,2,khac,38.8
bac_tu_liem,6,346,can_ho,so_do,thuan_tien,4,moi,3,ban_gap,20
bac_tu_liem,4,189,can_ho,so_do,canh_song,4,moi,2,ban_gap,20
bac_tu_liem,3,181,can_ho,so_do,canh_ho,4,moi,2,khac,20
bac_tu_liem,3,168,can_ho,so_do,canh_ho,4,moi,1,khac,22.23
bac_tu_liem,3,180.8,can_ho,so_do,thuan_tien,4,moi,1,khac,21
bac_tu_liem,3,181,can_ho,so_do,thuan_tien,4,moi,1,khac,21.5
bac_tu_liem,4,143,can_ho,hop_dong_mua_ban,thuan_tien,4,moi,1,khac,21.45
bac_tu_liem,3,168,can_ho,so_do,thuan_tien,4,moi,1,khac,22
bac_tu_liem,3,142,can_ho,so_do,thuan_tien,3,moi,1,khac,21
bac_tu_liem,4,142,can_ho,hop_dong_mua_ban,thuan_tien,3,moi,1,khac,21.3
bac_tu_liem,4,154,can_ho,so_do,khu_vuc_phat_trien,3,moi,1,khac,29.4
bac_tu_liem,3,181,can_ho,so_do,canh_ho,3,moi,1,khac,23.5
bac_tu_liem,2,101,can_ho,so_do,thuan_tien,3,moi,1,khac,13.5
bac_tu_liem,3,118,can_ho,so_do,can_goc,3,moi,1,khac,11.5
bac_tu_liem,2,133,can_ho,so_do,thuan_tien,3,moi,1,khac,11
bac_tu_liem,3,125.7,quy_can_ho,dang_cho_so,thuan_tien,3,moi,1,khac,15
bac_tu_liem,3,107.5,quy_can_ho,hop_dong_mua_ban,thuan_tien,3,moi,1,khac,12.9
bac_tu_liem,3,118,quy_can_ho,so_do,canh_song,3,moi,1,khac,11
bac_tu_liem,2,91,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,11
bac_tu_liem,3,118,can_ho,so_do,thuan_tien,3,moi,1,ban_gap,10.62
bac_tu_liem,3,114,can_ho,so_do,thuan_tien,3,moi,1,khac,12.5
bac_tu_liem,3,107.5,can_ho,so_do,thuan_tien,3,moi,1,ban_gap,12.36
bac_tu_liem,3,118,can_ho,khac,thuan_tien,3,moi,1,khac,10.5
bac_tu_liem,2,101,can_ho,khac,thuan_tien,3,moi,1,ban_gap,10
bac_tu_liem,2,101,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,12
bac_tu_liem,4,136,can_ho,so_do,thuan_tien,3,moi,1,khac,12.9
bac_tu_liem,3,120,can_ho,so_do,thuan_tien,3,moi,1,ban_gap,10.2
bac_tu_liem,3,93,can_ho,hop_dong_mua_ban,can_goc,3,moi,1,khac,12.56
bac_tu_liem,4,186,can_ho,so_do,thuan_tien,3,moi,1,ban_gap,14.88
bac_tu_liem,2,84,quy_can_ho,khac,thuan_tien,3,moi,1,khac,7.7
bac_tu_liem,2,78,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,7.1
bac_tu_liem,2,50,chung_cu,so_do,thuan_tien,3,moi,1,khac,1
bac_tu_liem,1,49,chung_cu,so_do,thuan_tien,3,moi,1,khac,1
bac_tu_liem,0,45,khac,hop_dong_mua_ban,hem_ngo,5,moi,0,khac,0.9
bac_tu_liem,2,55,chung_cu,hop_dong_mua_ban,thuan_tien,3,moi,1,khac,1.8
bac_tu_liem,1,33,chung_cu,so_do,thuan_tien,3,moi,1,khac,1.7
bac_tu_liem,2,50,can_ho,so_do,thuan_tien,3,moi,1,khac,1.68
bac_tu_liem,2,50,can_ho,so_do,thuan_tien,3,moi,1,ban_gap,1.8
bac_tu_liem,2,50,chung_cu_mini,hop_dong_mua_ban,thuan_tien,3,moi,1,khac,1.67
bac_tu_liem,2,50,chung_cu_mini,so_do,thuan_tien,3,moi,1,khac,1.68
bac_tu_liem,1,33,chung_cu_mini,khac,thuan_tien,3,moi,1,khac,1.85
bac_tu_liem,2,50,chung_cu_mini,so_do,thuan_tien,3,moi,1,khac,1.88
bac_tu_liem,2,56,can_ho,so_do,thuan_tien,3,cu,1,khac,2.95
bac_tu_liem,2,66,chung_cu,hop_dong_mua_ban,thuan_tien,3,cu,1,khac,2.88
bac_tu_liem,2,33,can_ho,so_do,thuan_tien,3,moi,1,khac,2.88
bac_tu_liem,2,65,can_ho,hop_dong_mua_ban,thuan_tien,3,moi,1,khac,2.7
bac_tu_liem,2,70,can_ho,so_do,thuan_tien,3,moi,1,khac,4.8
bac_tu_liem,2,70,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,4.4
bac_tu_liem,2,66,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,4.2
bac_tu_liem,2,93,can_ho,so_do,thuan_tien,3,moi,1,khac,5.9
bac_tu_liem,3,94,quy_can_ho,so_do,thuan_tien,3,moi,1,khac,5.9
